-1,-1,-1,-1,-1,-1,-1,-1,466,386,386,443,440,440,440,440
-1,-1,-1,-1,-1,-1,-1,439,280,386,386,386,386,386,386,386
-1,-1,-1,-1,-1,439,440,280,467,467,467,467,467,467,467,386
-1,-1,-1,-1,-1,385,386,386,467,467,467,467,467,467,467,386
-1,-1,224,-1,-1,385,386,386,467,467,467,467,467,467,467,386
-1,-1,-1,-1,-1,385,386,386,467,467,467,467,467,467,467,386
-1,-1,-1,-1,-1,385,386,386,386,386,386,386,386,386,386,386
-1,-1,-1,-1,-1,493,413,413,413,469,386,386,470,413,413,413
-1,-1,-1,-1,-1,-1,-1,-1,251,493,413,413,495,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,277,278,278,278,278,278,278,278
-1,-1,-1,-1,-1,-1,-1,352,463,386,386,386,386,386,386,386
-1,-1,-1,-1,-1,-1,-1,-1,304,386,386,386,386,464,386,386
-1,-1,-1,-1,-1,-1,-1,-1,331,332,361,467,467,386,386,467
-1,-1,277,279,-1,-1,-1,277,278,359,388,467,467,467,315,315
-1,277,280,306,-1,-1,-1,304,399,342,317,467,315,315,315,315
-1,331,307,306,-1,-1,358,280,397,391,341,342,342,342,342,342
-1,-1,331,333,-1,-1,385,318,343,391,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,358,388,316,391,391,-1,839,-1,759,-1,-1
-1,-1,-1,358,359,388,467,291,289,391,-1,-1,-1,-1,-1,707
-1,-1,-1,412,415,467,467,467,291,288,370,-1,-1,-1,-1,-1
-1,-1,-1,-1,385,467,467,467,467,467,291,370,-1,-1,-1,-1
-1,-1,-1,-1,412,413,361,467,467,467,467,291,289,310,310,391
-1,-1,-1,-1,-1,-1,385,467,467,467,467,467,291,288,369,288
-1,-1,-1,-1,-1,358,388,467,467,467,362,413,413,413,413,413
-1,-1,-1,-1,-1,304,386,386,386,362,414,-1,-1,-1,-1,-1
-1,-1,-1,-1,277,280,386,386,386,387,-1,-1,-1,-1,-1,-1
-1,-1,-1,277,280,386,386,386,386,281,279,-1,-1,-1,-1,-1
278,278,278,280,386,386,386,386,386,386,281,278,279,-1,-1,-1
386,386,386,386,454,536,536,536,536,537,386,386,306,-1,-1,-1
386,386,386,454,538,563,563,563,563,564,386,386,306,-1,-1,-1
386,386,386,481,563,563,563,563,563,564,386,386,306,-1,-1,-1
386,386,386,508,509,509,509,565,566,591,386,386,306,-1,-1,-1
470,494,494,494,469,386,386,589,591,470,332,332,333,-1,-1,-1
576,-1,-1,-1,466,386,386,386,386,306,-1,-1,-1,-1,-1,-1
