-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,224,-1,-1,-1,-1,-1,-1,251,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,251,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,189,190,190,190,190,190,190
-1,-1,-1,-1,-1,-1,-1,-1,189,195,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,198,195,217,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,219,217,217,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,219,217,217,217,217,217,217,217,217
-1,-1,201,203,-1,-1,-1,246,247,247,247,254,252,247,247,247
-1,201,204,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,252,222,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,246,254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,109,109,109,109,109,109,114,109,109,109,110,-1,-1,-1,-1
111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,109,109,109,109
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,189,199,199,199,199,199,199,199,200,-1,-1,-1,-1,-1,-1
189,195,217,217,217,217,217,217,217,227,-1,-1,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,205,203,-1,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,217,205,200,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,217,217,221,-1,-1,-1,-1
232,248,246,222,217,217,217,217,217,217,217,221,-1,-1,-1,-1
245,813,895,252,231,217,217,217,217,217,217,221,-1,-1,-1,-1
199,203,-1,201,204,217,217,217,217,217,217,221,-1,-1,-1,-1
217,205,202,204,217,217,217,217,217,223,256,257,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,227,-1,-1,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,227,-1,-1,-1,-1,-1,-1
217,217,217,217,217,217,217,217,217,205,199,200,-1,-1,-1,-1
253,253,253,253,247,253,253,253,231,217,217,218,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,252,256,256,254,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,163,164
163,163,163,163,163,163,163,138,-1,139,163,163,163,164,-1,-1
-1,-1,-1,-1,-1,-1,-1,162,163,164,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,190,190,190
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,195,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,189,190,204,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,216,217,217,217,232,244,244
-1,-1,-1,-1,-1,-1,-1,-1,-1,243,244,244,244,245,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,119,109,109,109,109,109,109,109,109,110,-1
109,109,109,109,109,122,-1,-1,-1,-1,-1,-1,-1,-1,112,110
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123
-1,732,-1,-1,-1,-1,108,109,109,109,109,109,110,-1,-1,-1
-1,-1,-1,-1,-1,108,111,-1,-1,-1,-1,-1,137,-1,-1,731
-1,-1,-1,-1,-1,135,-1,731,731,704,732,-1,137,-1,-1,-1
174,138,-1,-1,-1,162,138,-1,705,731,731,-1,137,-1,-1,-1
-1,135,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,137,-1,-1,-1
-1,135,-1,-1,-1,-1,162,163,163,163,897,163,164,-1,-1,-1
-1,162,163,163,-1,-1,-1,-1,-1,-1,-1,842,-1,-1,163,164
-1,-1,-1,162,163,163,-1,-1,-1,-1,-1,-1,-1,163,164,-1
-1,-1,-1,-1,-1,162,163,-1,-1,-1,-1,-1,163,164,-1,-1
-1,-1,-1,-1,-1,-1,162,163,168,168,163,163,164,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
