56,2,56,56,1,29,2,28,29,55,2,56,54,28,0,56
0,54,0,27,0,54,56,2,56,2,56,54,27,54,0,28
54,29,29,54,28,28,54,2,1,1,2,0,27,55,29,55
0,27,2,27,1,27,55,2,28,27,29,55,0,2,56,55
0,56,56,28,29,2,0,0,55,28,55,55,55,29,55,55
29,1,56,1,1,0,1,54,1,27,56,27,28,56,28,1
2,27,54,1,29,55,1,28,56,1,55,56,54,28,29,56
2,29,0,2,56,1,27,0,28,0,55,55,56,0,0,27
27,0,2,0,0,1,55,55,0,29,2,1,56,0,27,54
0,28,0,1,28,56,2,0,54,29,56,28,28,29,27,55
56,1,54,29,29,2,55,56,0,2,27,2,1,54,0,2
28,27,0,55,28,27,29,55,28,29,28,54,0,56,55,56
54,27,1,28,0,1,28,56,0,1,2,1,2,2,0,28
56,55,55,28,2,0,1,56,55,27,27,55,27,27,27,1
1,27,28,29,28,1,1,54,29,0,55,56,29,56,1,56
55,54,27,1,56,55,0,56,56,56,0,1,1,27,56,0
28,28,28,2,28,56,1,27,29,29,54,28,1,2,27,54
2,1,55,0,29,55,29,1,29,27,54,0,1,0,28,56
54,27,1,54,54,2,56,54,27,29,55,28,54,1,27,29
27,0,55,27,0,1,2,0,28,56,54,55,1,29,54,0
28,56,27,55,56,29,29,29,28,27,55,27,29,56,55,29
54,1,29,28,1,54,29,54,27,55,310,310,313,337,337,337
28,29,54,29,27,28,56,1,54,27,310,310,311,50,50,50
1,1,1,55,55,28,2,55,55,29,310,310,311,50,50,50
0,56,29,56,1,2,54,27,54,0,29,310,286,284,50,50
55,55,2,27,0,1,1,29,56,29,29,2,391,286,283,283
2,55,28,0,55,54,29,29,54,2,2,2,55,28,29,2
54,2,28,1,27,0,1,1,29,27,27,55,29,56,29,27
54,1,55,55,56,28,1,2,28,56,54,55,27,29,29,27
0,54,56,27,55,0,55,56,0,2,27,28,0,2,27,1
56,29,28,0,2,1,1,55,0,1,54,55,27,28,56,54
54,54,1,55,55,28,27,56,55,55,1,2,28,54,55,1
1,0,56,2,28,2,28,0,56,28,2,1,54,28,56,2
1,29,56,2,56,0,56,0,27,27,29,54,56,28,1,56
28,56,1,28,27,56,0,1,27,27,1,29,27,1,54,28
56,2,2,27,55,56,55,1,2,0,55,56,0,56,55,56
28,27,55,27,54,54,55,29,29,27,54,0,0,2,28,2
54,29,29,1,0,2,2,28,27,54,27,54,0,55,56,2
28,54,55,27,1,54,2,29,29,0,1,2,1,55,28,27
54,28,28,29,28,1,29,56,29,54,28,55,54,0,56,54
55,2,1,27,28,27,56,2,56,1,28,55,55,1,56,54
0,2,0,54,0,28,2,0,28,0,2,0,29,28,54,55
0,0,27,2,27,55,54,2,29,55,29,27,56,2,0,54
55,55,28,28,28,0,0,0,55,54,1,1,28,2,27,54
56,54,28,55,28,54,55,28,28,55,55,1,1,1,1,1
28,55,28,54,55,28,28,55,55,1,1,1,28,28,28,28
29,27,2,56,55,2,28,2,1,28,28,28,1,1,1,1
28,29,27,28,1,55,56,54,27,1,1,1,0,0,0,0
54,55,29,0,56,55,29,29,27,0,0,0,27,27,27,27
0,27,55,2,29,27,27,2,1,27,27,27,54,54,54,54
0,27,29,29,0,28,1,54,56,54,54,54,2,2,2,2
27,56,0,55,27,0,1,28,29,2,2,2,29,29,29,29
1,28,27,2,29,29,55,0,28,29,29,29,2,2,2,2
0,56,54,56,56,56,1,29,56,2,2,2,2,2,2,2
27,2,55,55,27,27,27,55,54,2,2,2,28,28,28,28
2,1,1,54,29,29,27,55,54,28,28,28,2,2,2,2
29,28,27,1,0,29,54,1,1,2,2,2,28,28,28,28
54,54,27,27,27,0,29,54,1,28,28,28,0,0,0,0
27,55,56,27,0,54,1,1,54,0,0,0,27,0,54,1
29,1,55,28,28,29,29,28,29,54,27,55,56,27,0,54
1,56,27,55,28,0,27,28,54,29,1,28,55,27,55,29
27,28,0,28,55,56,54,56,29,28,2,27,56,56,0,27
0,55,28,28,29,29,27,28,29,27,56,1,2,56,1,56
1,1,27,27,28,1,56,28,27,28,56,28,0,27,28,29
28,27,2,1,27,27,27,55,55,0,0,28,29,0,2,29
28,1,29,55,54,56,54,54,2,1,27,55,29,56,54,27
56,28,0,54,27,0,1,28,54,27,2,0,29,0,56,29
28,56,28,2,54,54,27,2,56,27,2,27,1,2,27,28
0,1,0,28,1,54,27,0,54,55,55,27,28,1,28,2
55,1,0,1,56,27,56,29,1,1,0,28,2,28,0,2
1,54,29,27,0,27,27,27,0,1,28,1,0,0,54,0
1,55,29,1,0,29,0,54,1,56,1,28,27,56,2,2
56,2,56,56,1,29,2,28,29,55,2,56,54,28,0,56
0,54,0,27,0,54,56,2,56,2,56,54,27,54,0,28
54,29,29,54,28,28,54,2,1,1,2,0,27,55,29,55
0,27,2,27,1,27,55,2,28,27,29,55,0,2,56,55
0,56,56,28,29,2,0,0,55,28,55,55,55,29,55,55
29,1,56,1,1,0,1,54,1,27,56,27,28,56,28,1
2,27,54,1,29,55,1,28,56,1,55,56,54,28,29,56
2,29,0,2,56,1,27,0,28,0,55,55,56,0,0,27
27,0,2,0,0,1,55,55,0,29,2,1,56,0,27,54
0,28,0,1,28,56,2,0,54,29,56,28,28,29,27,55
56,1,54,29,29,2,55,56,0,2,27,2,1,54,0,2
28,27,0,55,28,27,29,55,28,29,28,54,0,56,55,56
